sentence,first_noun,verb,second_noun,number
umfundi we-undergraduate uthenga indlovu enye,umfundi we-undergraduate,uthenga,indlovu,1
umfundi we-undergraduate uthenga inkampani enye,umfundi we-undergraduate,uthenga,inkampani,1
umfundi we-undergraduate uthenga inkukhu enye,umfundi we-undergraduate,uthenga,inkukhu,1
umfundi we-undergraduate uthenga umlamuleli onye,umfundi we-undergraduate,uthenga,umlamuleli,1
umfundi we-undergraduate uthenga isidlo esinye,umfundi we-undergraduate,uthenga,isidlo,1
umfundi we-undergraduate uthenga umfundi we-undergraduate onye,umfundi we-undergraduate,uthenga,umfundi we-undergraduate,1
umfundi we-undergraduate uthenga ipayipi elinye,umfundi we-undergraduate,uthenga,ipayipi,1
umfundi we-undergraduate uthenga umfundisi onye,umfundi we-undergraduate,uthenga,umfundisi,1
umfundi we-undergraduate uthenga ibhodwe elinye,umfundi we-undergraduate,uthenga,ibhodwe,1
umfundi we-undergraduate uthenga iphalamende elinye,umfundi we-undergraduate,uthenga,iphalamende,1
umfundi we-undergraduate uthenga iholidi elinye,umfundi we-undergraduate,uthenga,iholidi,1
umfundi we-undergraduate uthenga indaba enye,umfundi we-undergraduate,uthenga,indaba,1
umfundi we-undergraduate uthenga ufishi onye,umfundi we-undergraduate,uthenga,ufishi,1
umfundi we-undergraduate uthenga ithoyizi elinye,umfundi we-undergraduate,uthenga,ithoyizi,1
umfundi we-undergraduate uthenga umfula onye,umfundi we-undergraduate,uthenga,umfula,1
umfundi we-undergraduate uthenga ukhilimu oyiqhwa onye,umfundi we-undergraduate,uthenga,ukhilimu oyiqhwa,1
umfundi we-undergraduate uthenga ibhokisi elinye,umfundi we-undergraduate,uthenga,ibhokisi,1
umfundi we-undergraduate uthenga isitambu esinye,umfundi we-undergraduate,uthenga,isitambu,1
umfundi we-undergraduate uthenga umsebenzi onye,umfundi we-undergraduate,uthenga,umsebenzi,1
umfundi we-undergraduate uthenga umgodi onye,umfundi we-undergraduate,uthenga,umgodi,1
umfundi we-undergraduate uthenga ihlo elinye,umfundi we-undergraduate,uthenga,ihlo,1
umfundi we-undergraduate uthenga insimu enye,umfundi we-undergraduate,uthenga,insimu,1
umfundi we-undergraduate uthenga isifunda esinye,umfundi we-undergraduate,uthenga,isifunda,1
umfundi we-undergraduate uthenga udonga onye,umfundi we-undergraduate,uthenga,udonga,1
umfundi we-undergraduate uthenga itiye elinye,umfundi we-undergraduate,uthenga,itiye,1
umfundi we-undergraduate uthenga ibhodlela elinye,umfundi we-undergraduate,uthenga,ibhodlela,1
umfundi we-undergraduate uthenga ukhiye onye,umfundi we-undergraduate,uthenga,ukhiye,1
umfundi we-undergraduate uthenga inkantini enye,umfundi we-undergraduate,uthenga,inkantini,1
umfundi we-undergraduate uthenga isisu esinye,umfundi we-undergraduate,uthenga,isisu,1
umfundi we-undergraduate uthenga uphaya onye,umfundi we-undergraduate,uthenga,uphaya,1
umfundi we-undergraduate uthenga intaba enye,umfundi we-undergraduate,uthenga,intaba,1
umfundi we-undergraduate uthenga umengammeli onye,umfundi we-undergraduate,uthenga,umengammeli,1
umfundi we-undergraduate uthenga umhlaba onye,umfundi we-undergraduate,uthenga,umhlaba,1
umfundi we-undergraduate uthenga ibhanoyi elinye,umfundi we-undergraduate,uthenga,ibhanoyi,1
umfundi we-undergraduate uthenga incwadi enye,umfundi we-undergraduate,uthenga,incwadi,1
umfundi we-undergraduate uthenga isitshalo esinye,umfundi we-undergraduate,uthenga,isitshalo,1
umfundi we-undergraduate uthenga unesi onye,umfundi we-undergraduate,uthenga,unesi,1
umfundi we-undergraduate uthenga isithwebuli esinye,umfundi we-undergraduate,uthenga,isithwebuli,1
umfundi we-undergraduate uthenga isilwane esifuyiweyo esinye,umfundi we-undergraduate,uthenga,isilwane esifuyiweyo,1
umfundi we-undergraduate uthenga igumbi elinye,umfundi we-undergraduate,uthenga,igumbi,1
umfundi we-undergraduate uthenga iwindi elinye,umfundi we-undergraduate,uthenga,iwindi,1
umfundi we-undergraduate uthenga ulwandle olunye,umfundi we-undergraduate,uthenga,ulwandle,1
umfundi we-undergraduate uthenga ummeli onye,umfundi we-undergraduate,uthenga,ummeli,1
umfundi we-undergraduate uthenga umphakathi onye,umfundi we-undergraduate,uthenga,umphakathi,1
umfundi we-undergraduate uthenga ikomidi elinye,umfundi we-undergraduate,uthenga,ikomidi,1
umfundi we-undergraduate uthenga indlwana enye,umfundi we-undergraduate,uthenga,indlwana,1
umfundi we-undergraduate uthenga iphilisi elinye,umfundi we-undergraduate,uthenga,iphilisi,1
umfundi we-undergraduate uthenga uhlaza olunye,umfundi we-undergraduate,uthenga,uhlaza,1
umfundi we-undergraduate uthenga imoto enye,umfundi we-undergraduate,uthenga,imoto,1
ipayipi lithenga imali enye,ipayipi,lithenga,imali,1
ipayipi lithenga ijikijolo elinye,ipayipi,lithenga,ijikijolo,1
ipayipi lithenga inyoni enye,ipayipi,lithenga,inyoni,1
ipayipi lithenga ibhishi elinye,ipayipi,lithenga,ibhishi,1
ipayipi lithenga izwe elinye,ipayipi,lithenga,izwe,1
ipayipi lithenga isakhiwo esinye,ipayipi,lithenga,isakhiwo,1
ipayipi lithenga umnini onye,ipayipi,lithenga,umnini,1
ipayipi lithenga unyawo olunye,ipayipi,lithenga,unyawo,1
ipayipi lithenga izambane elinye,ipayipi,lithenga,izambane,1
ipayipi lithenga iNkosi enye,ipayipi,lithenga,iNkosi,1
ipayipi lithenga ibhola elinye,ipayipi,lithenga,ibhola,1
ipayipi lithenga umzila onye,ipayipi,lithenga,umzila,1
ipayipi lithenga isicathulo esinye,ipayipi,lithenga,isicathulo,1
ipayipi lithenga ihholitshi elinye,ipayipi,lithenga,ihholitshi,1
ipayipi lithenga isihlahla esinye,ipayipi,lithenga,isihlahla,1
ipayipi lithenga ihhotela elinye,ipayipi,lithenga,ihhotela,1
ipayipi lithenga ihebhivo elinye,ipayipi,lithenga,ihebhivo,1
ipayipi lithenga umuthi onye,ipayipi,lithenga,umuthi,1
ipayipi lithenga igilebhisi elinye,ipayipi,lithenga,igilebhisi,1
ipayipi lithenga isikukhukhula esinye,ipayipi,lithenga,isikukhukhula,1
ipayipi lithenga inyuvesi enye,ipayipi,lithenga,inyuvesi,1
ipayipi lithenga inja enye,ipayipi,lithenga,inja,1
ipayipi lithenga iphoyisa elinye,ipayipi,lithenga,iphoyisa,1
ipayipi lithenga umkhandlu onye,ipayipi,lithenga,umkhandlu,1
ipayipi lithenga iwayini elinye,ipayipi,lithenga,iwayini,1
ipayipi lithenga uphawu olunye,ipayipi,lithenga,uphawu,1
ipayipi lithenga indawo yokubhukuda enye,ipayipi,lithenga,indawo yokubhukuda,1
ipayipi lithenga ikhompyutha elinye,ipayipi,lithenga,ikhompyutha,1
ipayipi lithenga isikhulumi esinye,ipayipi,lithenga,isikhulumi,1
ipayipi lithenga inyama enye,ipayipi,lithenga,inyama,1
ipayipi lithenga udokotela onye,ipayipi,lithenga,udokotela,1
ipayipi lithenga indlovu enye,ipayipi,lithenga,indlovu,1
ipayipi lithenga inkampani enye,ipayipi,lithenga,inkampani,1
ipayipi lithenga inkukhu enye,ipayipi,lithenga,inkukhu,1
ipayipi lithenga umlamuleli onye,ipayipi,lithenga,umlamuleli,1
ipayipi lithenga isidlo esinye,ipayipi,lithenga,isidlo,1
ipayipi lithenga umfundi we-undergraduate onye,ipayipi,lithenga,umfundi we-undergraduate,1
ipayipi lithenga ipayipi elinye,ipayipi,lithenga,ipayipi,1
ipayipi lithenga umfundisi onye,ipayipi,lithenga,umfundisi,1
ipayipi lithenga ibhodwe elinye,ipayipi,lithenga,ibhodwe,1
ipayipi lithenga iphalamende elinye,ipayipi,lithenga,iphalamende,1
ipayipi lithenga iholidi elinye,ipayipi,lithenga,iholidi,1
ipayipi lithenga indaba enye,ipayipi,lithenga,indaba,1
ipayipi lithenga ufishi onye,ipayipi,lithenga,ufishi,1
ipayipi lithenga ithoyizi elinye,ipayipi,lithenga,ithoyizi,1
ipayipi lithenga umfula onye,ipayipi,lithenga,umfula,1
ipayipi lithenga ukhilimu oyiqhwa onye,ipayipi,lithenga,ukhilimu oyiqhwa,1
ipayipi lithenga ibhokisi elinye,ipayipi,lithenga,ibhokisi,1
ipayipi lithenga isitambu esinye,ipayipi,lithenga,isitambu,1
ipayipi lithenga umsebenzi onye,ipayipi,lithenga,umsebenzi,1
ipayipi lithenga umgodi onye,ipayipi,lithenga,umgodi,1
ipayipi lithenga ihlo elinye,ipayipi,lithenga,ihlo,1
ipayipi lithenga insimu enye,ipayipi,lithenga,insimu,1
ipayipi lithenga isifunda esinye,ipayipi,lithenga,isifunda,1
ipayipi lithenga udonga onye,ipayipi,lithenga,udonga,1
ipayipi lithenga itiye elinye,ipayipi,lithenga,itiye,1
ipayipi lithenga ibhodlela elinye,ipayipi,lithenga,ibhodlela,1
ipayipi lithenga ukhiye onye,ipayipi,lithenga,ukhiye,1
ipayipi lithenga inkantini enye,ipayipi,lithenga,inkantini,1
ipayipi lithenga isisu esinye,ipayipi,lithenga,isisu,1
ipayipi lithenga uphaya onye,ipayipi,lithenga,uphaya,1
ipayipi lithenga intaba enye,ipayipi,lithenga,intaba,1
ipayipi lithenga umengammeli onye,ipayipi,lithenga,umengammeli,1
ipayipi lithenga umhlaba onye,ipayipi,lithenga,umhlaba,1
ipayipi lithenga ibhanoyi elinye,ipayipi,lithenga,ibhanoyi,1
ipayipi lithenga incwadi enye,ipayipi,lithenga,incwadi,1
ipayipi lithenga isitshalo esinye,ipayipi,lithenga,isitshalo,1
ipayipi lithenga unesi onye,ipayipi,lithenga,unesi,1
ipayipi lithenga isithwebuli esinye,ipayipi,lithenga,isithwebuli,1
ipayipi lithenga isilwane esifuyiweyo esinye,ipayipi,lithenga,isilwane esifuyiweyo,1
ipayipi lithenga igumbi elinye,ipayipi,lithenga,igumbi,1
ipayipi lithenga iwindi elinye,ipayipi,lithenga,iwindi,1
ipayipi lithenga ulwandle olunye,ipayipi,lithenga,ulwandle,1
ipayipi lithenga ummeli onye,ipayipi,lithenga,ummeli,1
ipayipi lithenga umphakathi onye,ipayipi,lithenga,umphakathi,1
ipayipi lithenga ikomidi elinye,ipayipi,lithenga,ikomidi,1
ipayipi lithenga indlwana enye,ipayipi,lithenga,indlwana,1
ipayipi lithenga iphilisi elinye,ipayipi,lithenga,iphilisi,1
ipayipi lithenga uhlaza olunye,ipayipi,lithenga,uhlaza,1
ipayipi lithenga imoto enye,ipayipi,lithenga,imoto,1
umfundisi uthenga imali enye,umfundisi,uthenga,imali,1
umfundisi uthenga ijikijolo elinye,umfundisi,uthenga,ijikijolo,1
umfundisi uthenga inyoni enye,umfundisi,uthenga,inyoni,1
umfundisi uthenga ibhishi elinye,umfundisi,uthenga,ibhishi,1
umfundisi uthenga izwe elinye,umfundisi,uthenga,izwe,1
umfundisi uthenga isakhiwo esinye,umfundisi,uthenga,isakhiwo,1
umfundisi uthenga umnini onye,umfundisi,uthenga,umnini,1
umfundisi uthenga unyawo olunye,umfundisi,uthenga,unyawo,1
umfundisi uthenga izambane elinye,umfundisi,uthenga,izambane,1
umfundisi uthenga iNkosi enye,umfundisi,uthenga,iNkosi,1
umfundisi uthenga ibhola elinye,umfundisi,uthenga,ibhola,1
umfundisi uthenga umzila onye,umfundisi,uthenga,umzila,1
umfundisi uthenga isicathulo esinye,umfundisi,uthenga,isicathulo,1
umfundisi uthenga ihholitshi elinye,umfundisi,uthenga,ihholitshi,1
umfundisi uthenga isihlahla esinye,umfundisi,uthenga,isihlahla,1
umfundisi uthenga ihhotela elinye,umfundisi,uthenga,ihhotela,1
umfundisi uthenga ihebhivo elinye,umfundisi,uthenga,ihebhivo,1
umfundisi uthenga umuthi onye,umfundisi,uthenga,umuthi,1
umfundisi uthenga igilebhisi elinye,umfundisi,uthenga,igilebhisi,1
umfundisi uthenga isikukhukhula esinye,umfundisi,uthenga,isikukhukhula,1
umfundisi uthenga inyuvesi enye,umfundisi,uthenga,inyuvesi,1
umfundisi uthenga inja enye,umfundisi,uthenga,inja,1
umfundisi uthenga iphoyisa elinye,umfundisi,uthenga,iphoyisa,1
umfundisi uthenga umkhandlu onye,umfundisi,uthenga,umkhandlu,1
umfundisi uthenga iwayini elinye,umfundisi,uthenga,iwayini,1
umfundisi uthenga uphawu olunye,umfundisi,uthenga,uphawu,1
umfundisi uthenga indawo yokubhukuda enye,umfundisi,uthenga,indawo yokubhukuda,1
umfundisi uthenga ikhompyutha elinye,umfundisi,uthenga,ikhompyutha,1
umfundisi uthenga isikhulumi esinye,umfundisi,uthenga,isikhulumi,1
umfundisi uthenga inyama enye,umfundisi,uthenga,inyama,1
umfundisi uthenga udokotela onye,umfundisi,uthenga,udokotela,1
umfundisi uthenga indlovu enye,umfundisi,uthenga,indlovu,1
umfundisi uthenga inkampani enye,umfundisi,uthenga,inkampani,1
umfundisi uthenga inkukhu enye,umfundisi,uthenga,inkukhu,1
umfundisi uthenga umlamuleli onye,umfundisi,uthenga,umlamuleli,1
umfundisi uthenga isidlo esinye,umfundisi,uthenga,isidlo,1
umfundisi uthenga umfundi we-undergraduate onye,umfundisi,uthenga,umfundi we-undergraduate,1
umfundisi uthenga ipayipi elinye,umfundisi,uthenga,ipayipi,1
umfundisi uthenga umfundisi onye,umfundisi,uthenga,umfundisi,1
umfundisi uthenga ibhodwe elinye,umfundisi,uthenga,ibhodwe,1
umfundisi uthenga iphalamende elinye,umfundisi,uthenga,iphalamende,1
umfundisi uthenga iholidi elinye,umfundisi,uthenga,iholidi,1
umfundisi uthenga indaba enye,umfundisi,uthenga,indaba,1
umfundisi uthenga ufishi onye,umfundisi,uthenga,ufishi,1
umfundisi uthenga ithoyizi elinye,umfundisi,uthenga,ithoyizi,1
umfundisi uthenga umfula onye,umfundisi,uthenga,umfula,1
umfundisi uthenga ukhilimu oyiqhwa onye,umfundisi,uthenga,ukhilimu oyiqhwa,1
umfundisi uthenga ibhokisi elinye,umfundisi,uthenga,ibhokisi,1
umfundisi uthenga isitambu esinye,umfundisi,uthenga,isitambu,1
umfundisi uthenga umsebenzi onye,umfundisi,uthenga,umsebenzi,1
umfundisi uthenga umgodi onye,umfundisi,uthenga,umgodi,1
umfundisi uthenga ihlo elinye,umfundisi,uthenga,ihlo,1
umfundisi uthenga insimu enye,umfundisi,uthenga,insimu,1
umfundisi uthenga isifunda esinye,umfundisi,uthenga,isifunda,1
umfundisi uthenga udonga onye,umfundisi,uthenga,udonga,1
umfundisi uthenga itiye elinye,umfundisi,uthenga,itiye,1
umfundisi uthenga ibhodlela elinye,umfundisi,uthenga,ibhodlela,1
umfundisi uthenga ukhiye onye,umfundisi,uthenga,ukhiye,1
umfundisi uthenga inkantini enye,umfundisi,uthenga,inkantini,1
umfundisi uthenga isisu esinye,umfundisi,uthenga,isisu,1
umfundisi uthenga uphaya onye,umfundisi,uthenga,uphaya,1
umfundisi uthenga intaba enye,umfundisi,uthenga,intaba,1
umfundisi uthenga umengammeli onye,umfundisi,uthenga,umengammeli,1
umfundisi uthenga umhlaba onye,umfundisi,uthenga,umhlaba,1
umfundisi uthenga ibhanoyi elinye,umfundisi,uthenga,ibhanoyi,1
umfundisi uthenga incwadi enye,umfundisi,uthenga,incwadi,1
umfundisi uthenga isitshalo esinye,umfundisi,uthenga,isitshalo,1
umfundisi uthenga unesi onye,umfundisi,uthenga,unesi,1
umfundisi uthenga isithwebuli esinye,umfundisi,uthenga,isithwebuli,1
umfundisi uthenga isilwane esifuyiweyo esinye,umfundisi,uthenga,isilwane esifuyiweyo,1
umfundisi uthenga igumbi elinye,umfundisi,uthenga,igumbi,1
umfundisi uthenga iwindi elinye,umfundisi,uthenga,iwindi,1
umfundisi uthenga ulwandle olunye,umfundisi,uthenga,ulwandle,1
umfundisi uthenga ummeli onye,umfundisi,uthenga,ummeli,1
umfundisi uthenga umphakathi onye,umfundisi,uthenga,umphakathi,1
umfundisi uthenga ikomidi elinye,umfundisi,uthenga,ikomidi,1
umfundisi uthenga indlwana enye,umfundisi,uthenga,indlwana,1
umfundisi uthenga iphilisi elinye,umfundisi,uthenga,iphilisi,1
umfundisi uthenga uhlaza olunye,umfundisi,uthenga,uhlaza,1
umfundisi uthenga imoto enye,umfundisi,uthenga,imoto,1
ibhodwe lithenga imali enye,ibhodwe,lithenga,imali,1
ibhodwe lithenga ijikijolo elinye,ibhodwe,lithenga,ijikijolo,1
ibhodwe lithenga inyoni enye,ibhodwe,lithenga,inyoni,1
ibhodwe lithenga ibhishi elinye,ibhodwe,lithenga,ibhishi,1
ibhodwe lithenga izwe elinye,ibhodwe,lithenga,izwe,1
ibhodwe lithenga isakhiwo esinye,ibhodwe,lithenga,isakhiwo,1
ibhodwe lithenga umnini onye,ibhodwe,lithenga,umnini,1
ibhodwe lithenga unyawo olunye,ibhodwe,lithenga,unyawo,1
ibhodwe lithenga izambane elinye,ibhodwe,lithenga,izambane,1
ibhodwe lithenga iNkosi enye,ibhodwe,lithenga,iNkosi,1
ibhodwe lithenga ibhola elinye,ibhodwe,lithenga,ibhola,1
ibhodwe lithenga umzila onye,ibhodwe,lithenga,umzila,1
ibhodwe lithenga isicathulo esinye,ibhodwe,lithenga,isicathulo,1
ibhodwe lithenga ihholitshi elinye,ibhodwe,lithenga,ihholitshi,1
ibhodwe lithenga isihlahla esinye,ibhodwe,lithenga,isihlahla,1
ibhodwe lithenga ihhotela elinye,ibhodwe,lithenga,ihhotela,1
ibhodwe lithenga ihebhivo elinye,ibhodwe,lithenga,ihebhivo,1
ibhodwe lithenga umuthi onye,ibhodwe,lithenga,umuthi,1
ibhodwe lithenga igilebhisi elinye,ibhodwe,lithenga,igilebhisi,1
ibhodwe lithenga isikukhukhula esinye,ibhodwe,lithenga,isikukhukhula,1
ibhodwe lithenga inyuvesi enye,ibhodwe,lithenga,inyuvesi,1
ibhodwe lithenga inja enye,ibhodwe,lithenga,inja,1
ibhodwe lithenga iphoyisa elinye,ibhodwe,lithenga,iphoyisa,1
ibhodwe lithenga umkhandlu onye,ibhodwe,lithenga,umkhandlu,1
ibhodwe lithenga iwayini elinye,ibhodwe,lithenga,iwayini,1
ibhodwe lithenga uphawu olunye,ibhodwe,lithenga,uphawu,1
ibhodwe lithenga indawo yokubhukuda enye,ibhodwe,lithenga,indawo yokubhukuda,1
ibhodwe lithenga ikhompyutha elinye,ibhodwe,lithenga,ikhompyutha,1
ibhodwe lithenga isikhulumi esinye,ibhodwe,lithenga,isikhulumi,1
ibhodwe lithenga inyama enye,ibhodwe,lithenga,inyama,1
ibhodwe lithenga udokotela onye,ibhodwe,lithenga,udokotela,1
ibhodwe lithenga indlovu enye,ibhodwe,lithenga,indlovu,1
ibhodwe lithenga inkampani enye,ibhodwe,lithenga,inkampani,1
ibhodwe lithenga inkukhu enye,ibhodwe,lithenga,inkukhu,1
ibhodwe lithenga umlamuleli onye,ibhodwe,lithenga,umlamuleli,1
ibhodwe lithenga isidlo esinye,ibhodwe,lithenga,isidlo,1
ibhodwe lithenga umfundi we-undergraduate onye,ibhodwe,lithenga,umfundi we-undergraduate,1
ibhodwe lithenga ipayipi elinye,ibhodwe,lithenga,ipayipi,1
ibhodwe lithenga umfundisi onye,ibhodwe,lithenga,umfundisi,1
ibhodwe lithenga ibhodwe elinye,ibhodwe,lithenga,ibhodwe,1
ibhodwe lithenga iphalamende elinye,ibhodwe,lithenga,iphalamende,1
ibhodwe lithenga iholidi elinye,ibhodwe,lithenga,iholidi,1
ibhodwe lithenga indaba enye,ibhodwe,lithenga,indaba,1
ibhodwe lithenga ufishi onye,ibhodwe,lithenga,ufishi,1
ibhodwe lithenga ithoyizi elinye,ibhodwe,lithenga,ithoyizi,1
ibhodwe lithenga umfula onye,ibhodwe,lithenga,umfula,1
ibhodwe lithenga ukhilimu oyiqhwa onye,ibhodwe,lithenga,ukhilimu oyiqhwa,1
ibhodwe lithenga ibhokisi elinye,ibhodwe,lithenga,ibhokisi,1
ibhodwe lithenga isitambu esinye,ibhodwe,lithenga,isitambu,1
ibhodwe lithenga umsebenzi onye,ibhodwe,lithenga,umsebenzi,1
ibhodwe lithenga umgodi onye,ibhodwe,lithenga,umgodi,1
ibhodwe lithenga ihlo elinye,ibhodwe,lithenga,ihlo,1
ibhodwe lithenga insimu enye,ibhodwe,lithenga,insimu,1
ibhodwe lithenga isifunda esinye,ibhodwe,lithenga,isifunda,1
ibhodwe lithenga udonga onye,ibhodwe,lithenga,udonga,1
ibhodwe lithenga itiye elinye,ibhodwe,lithenga,itiye,1
ibhodwe lithenga ibhodlela elinye,ibhodwe,lithenga,ibhodlela,1
ibhodwe lithenga ukhiye onye,ibhodwe,lithenga,ukhiye,1
ibhodwe lithenga inkantini enye,ibhodwe,lithenga,inkantini,1
ibhodwe lithenga isisu esinye,ibhodwe,lithenga,isisu,1
ibhodwe lithenga uphaya onye,ibhodwe,lithenga,uphaya,1
ibhodwe lithenga intaba enye,ibhodwe,lithenga,intaba,1
ibhodwe lithenga umengammeli onye,ibhodwe,lithenga,umengammeli,1
ibhodwe lithenga umhlaba onye,ibhodwe,lithenga,umhlaba,1
ibhodwe lithenga ibhanoyi elinye,ibhodwe,lithenga,ibhanoyi,1
ibhodwe lithenga incwadi enye,ibhodwe,lithenga,incwadi,1
ibhodwe lithenga isitshalo esinye,ibhodwe,lithenga,isitshalo,1
ibhodwe lithenga unesi onye,ibhodwe,lithenga,unesi,1
ibhodwe lithenga isithwebuli esinye,ibhodwe,lithenga,isithwebuli,1
ibhodwe lithenga isilwane esifuyiweyo esinye,ibhodwe,lithenga,isilwane esifuyiweyo,1
ibhodwe lithenga igumbi elinye,ibhodwe,lithenga,igumbi,1
ibhodwe lithenga iwindi elinye,ibhodwe,lithenga,iwindi,1
ibhodwe lithenga ulwandle olunye,ibhodwe,lithenga,ulwandle,1
ibhodwe lithenga ummeli onye,ibhodwe,lithenga,ummeli,1
ibhodwe lithenga umphakathi onye,ibhodwe,lithenga,umphakathi,1
ibhodwe lithenga ikomidi elinye,ibhodwe,lithenga,ikomidi,1
ibhodwe lithenga indlwana enye,ibhodwe,lithenga,indlwana,1
ibhodwe lithenga iphilisi elinye,ibhodwe,lithenga,iphilisi,1
ibhodwe lithenga uhlaza olunye,ibhodwe,lithenga,uhlaza,1
ibhodwe lithenga imoto enye,ibhodwe,lithenga,imoto,1
iphalamende lithenga imali enye,iphalamende,lithenga,imali,1
iphalamende lithenga ijikijolo elinye,iphalamende,lithenga,ijikijolo,1
iphalamende lithenga inyoni enye,iphalamende,lithenga,inyoni,1
iphalamende lithenga ibhishi elinye,iphalamende,lithenga,ibhishi,1
iphalamende lithenga izwe elinye,iphalamende,lithenga,izwe,1
iphalamende lithenga isakhiwo esinye,iphalamende,lithenga,isakhiwo,1
iphalamende lithenga umnini onye,iphalamende,lithenga,umnini,1
iphalamende lithenga unyawo olunye,iphalamende,lithenga,unyawo,1
iphalamende lithenga izambane elinye,iphalamende,lithenga,izambane,1
iphalamende lithenga iNkosi enye,iphalamende,lithenga,iNkosi,1
iphalamende lithenga ibhola elinye,iphalamende,lithenga,ibhola,1
iphalamende lithenga umzila onye,iphalamende,lithenga,umzila,1
iphalamende lithenga isicathulo esinye,iphalamende,lithenga,isicathulo,1
iphalamende lithenga ihholitshi elinye,iphalamende,lithenga,ihholitshi,1
iphalamende lithenga isihlahla esinye,iphalamende,lithenga,isihlahla,1
iphalamende lithenga ihhotela elinye,iphalamende,lithenga,ihhotela,1
iphalamende lithenga ihebhivo elinye,iphalamende,lithenga,ihebhivo,1
iphalamende lithenga umuthi onye,iphalamende,lithenga,umuthi,1
iphalamende lithenga igilebhisi elinye,iphalamende,lithenga,igilebhisi,1
iphalamende lithenga isikukhukhula esinye,iphalamende,lithenga,isikukhukhula,1
iphalamende lithenga inyuvesi enye,iphalamende,lithenga,inyuvesi,1
iphalamende lithenga inja enye,iphalamende,lithenga,inja,1
iphalamende lithenga iphoyisa elinye,iphalamende,lithenga,iphoyisa,1
iphalamende lithenga umkhandlu onye,iphalamende,lithenga,umkhandlu,1
iphalamende lithenga iwayini elinye,iphalamende,lithenga,iwayini,1
iphalamende lithenga uphawu olunye,iphalamende,lithenga,uphawu,1
iphalamende lithenga indawo yokubhukuda enye,iphalamende,lithenga,indawo yokubhukuda,1
iphalamende lithenga ikhompyutha elinye,iphalamende,lithenga,ikhompyutha,1
iphalamende lithenga isikhulumi esinye,iphalamende,lithenga,isikhulumi,1
iphalamende lithenga inyama enye,iphalamende,lithenga,inyama,1
iphalamende lithenga udokotela onye,iphalamende,lithenga,udokotela,1
iphalamende lithenga indlovu enye,iphalamende,lithenga,indlovu,1
iphalamende lithenga inkampani enye,iphalamende,lithenga,inkampani,1
iphalamende lithenga inkukhu enye,iphalamende,lithenga,inkukhu,1
iphalamende lithenga umlamuleli onye,iphalamende,lithenga,umlamuleli,1
iphalamende lithenga isidlo esinye,iphalamende,lithenga,isidlo,1
iphalamende lithenga umfundi we-undergraduate onye,iphalamende,lithenga,umfundi we-undergraduate,1
iphalamende lithenga ipayipi elinye,iphalamende,lithenga,ipayipi,1
iphalamende lithenga umfundisi onye,iphalamende,lithenga,umfundisi,1
iphalamende lithenga ibhodwe elinye,iphalamende,lithenga,ibhodwe,1
iphalamende lithenga iphalamende elinye,iphalamende,lithenga,iphalamende,1
iphalamende lithenga iholidi elinye,iphalamende,lithenga,iholidi,1
iphalamende lithenga indaba enye,iphalamende,lithenga,indaba,1
iphalamende lithenga ufishi onye,iphalamende,lithenga,ufishi,1
iphalamende lithenga ithoyizi elinye,iphalamende,lithenga,ithoyizi,1
iphalamende lithenga umfula onye,iphalamende,lithenga,umfula,1
iphalamende lithenga ukhilimu oyiqhwa onye,iphalamende,lithenga,ukhilimu oyiqhwa,1
iphalamende lithenga ibhokisi elinye,iphalamende,lithenga,ibhokisi,1
iphalamende lithenga isitambu esinye,iphalamende,lithenga,isitambu,1
iphalamende lithenga umsebenzi onye,iphalamende,lithenga,umsebenzi,1
iphalamende lithenga umgodi onye,iphalamende,lithenga,umgodi,1
iphalamende lithenga ihlo elinye,iphalamende,lithenga,ihlo,1
iphalamende lithenga insimu enye,iphalamende,lithenga,insimu,1
iphalamende lithenga isifunda esinye,iphalamende,lithenga,isifunda,1
iphalamende lithenga udonga onye,iphalamende,lithenga,udonga,1
iphalamende lithenga itiye elinye,iphalamende,lithenga,itiye,1
iphalamende lithenga ibhodlela elinye,iphalamende,lithenga,ibhodlela,1
iphalamende lithenga ukhiye onye,iphalamende,lithenga,ukhiye,1
iphalamende lithenga inkantini enye,iphalamende,lithenga,inkantini,1
iphalamende lithenga isisu esinye,iphalamende,lithenga,isisu,1
iphalamende lithenga uphaya onye,iphalamende,lithenga,uphaya,1
iphalamende lithenga intaba enye,iphalamende,lithenga,intaba,1
iphalamende lithenga umengammeli onye,iphalamende,lithenga,umengammeli,1
iphalamende lithenga umhlaba onye,iphalamende,lithenga,umhlaba,1
iphalamende lithenga ibhanoyi elinye,iphalamende,lithenga,ibhanoyi,1
iphalamende lithenga incwadi enye,iphalamende,lithenga,incwadi,1
iphalamende lithenga isitshalo esinye,iphalamende,lithenga,isitshalo,1
iphalamende lithenga unesi onye,iphalamende,lithenga,unesi,1
iphalamende lithenga isithwebuli esinye,iphalamende,lithenga,isithwebuli,1
iphalamende lithenga isilwane esifuyiweyo esinye,iphalamende,lithenga,isilwane esifuyiweyo,1
iphalamende lithenga igumbi elinye,iphalamende,lithenga,igumbi,1
iphalamende lithenga iwindi elinye,iphalamende,lithenga,iwindi,1
iphalamende lithenga ulwandle olunye,iphalamende,lithenga,ulwandle,1
iphalamende lithenga ummeli onye,iphalamende,lithenga,ummeli,1
iphalamende lithenga umphakathi onye,iphalamende,lithenga,umphakathi,1
