sentence,first_noun,verb,second_noun,number
odokotela babona imoto enye,odokotela,babona,imoto,1
izakhiwo zibona imali enye,izakhiwo,zibona,imali,1
izakhiwo zibona ijikijolo elinye,izakhiwo,zibona,ijikijolo,1
izakhiwo zibona inyoni enye,izakhiwo,zibona,inyoni,1
izakhiwo zibona ibhishi elinye,izakhiwo,zibona,ibhishi,1
izakhiwo zibona izwe elinye,izakhiwo,zibona,izwe,1
izakhiwo zibona isakhiwo esinye,izakhiwo,zibona,isakhiwo,1
izakhiwo zibona umnini onye,izakhiwo,zibona,umnini,1
izakhiwo zibona unyawo olunye,izakhiwo,zibona,unyawo,1
izakhiwo zibona izambane elinye,izakhiwo,zibona,izambane,1
izakhiwo zibona iNkosi enye,izakhiwo,zibona,iNkosi,1
izakhiwo zibona ibhola elinye,izakhiwo,zibona,ibhola,1
izakhiwo zibona umzila onye,izakhiwo,zibona,umzila,1
izakhiwo zibona isicathulo esinye,izakhiwo,zibona,isicathulo,1
izakhiwo zibona ihholitshi elinye,izakhiwo,zibona,ihholitshi,1
izakhiwo zibona isihlahla esinye,izakhiwo,zibona,isihlahla,1
izakhiwo zibona ihhotela elinye,izakhiwo,zibona,ihhotela,1
izakhiwo zibona ihebhivo elinye,izakhiwo,zibona,ihebhivo,1
izakhiwo zibona umuthi onye,izakhiwo,zibona,umuthi,1
izakhiwo zibona igilebhisi elinye,izakhiwo,zibona,igilebhisi,1
izakhiwo zibona isikukhukhula esinye,izakhiwo,zibona,isikukhukhula,1
izakhiwo zibona inyuvesi enye,izakhiwo,zibona,inyuvesi,1
izakhiwo zibona inja enye,izakhiwo,zibona,inja,1
izakhiwo zibona iphoyisa elinye,izakhiwo,zibona,iphoyisa,1
izakhiwo zibona umkhandlu onye,izakhiwo,zibona,umkhandlu,1
izakhiwo zibona iwayini elinye,izakhiwo,zibona,iwayini,1
izakhiwo zibona uphawu olunye,izakhiwo,zibona,uphawu,1
izakhiwo zibona indawo yokubhukuda enye,izakhiwo,zibona,indawo yokubhukuda,1
izakhiwo zibona ikhompyutha elinye,izakhiwo,zibona,ikhompyutha,1
izakhiwo zibona isikhulumi esinye,izakhiwo,zibona,isikhulumi,1
izakhiwo zibona inyama enye,izakhiwo,zibona,inyama,1
izakhiwo zibona udokotela onye,izakhiwo,zibona,udokotela,1
izakhiwo zibona indlovu enye,izakhiwo,zibona,indlovu,1
izakhiwo zibona inkampani enye,izakhiwo,zibona,inkampani,1
izakhiwo zibona inkukhu enye,izakhiwo,zibona,inkukhu,1
izakhiwo zibona umlamuleli onye,izakhiwo,zibona,umlamuleli,1
izakhiwo zibona isidlo esinye,izakhiwo,zibona,isidlo,1
izakhiwo zibona umfundi we-undergraduate onye,izakhiwo,zibona,umfundi we-undergraduate,1
izakhiwo zibona ipayipi elinye,izakhiwo,zibona,ipayipi,1
izakhiwo zibona umfundisi onye,izakhiwo,zibona,umfundisi,1
izakhiwo zibona ibhodwe elinye,izakhiwo,zibona,ibhodwe,1
izakhiwo zibona iphalamende elinye,izakhiwo,zibona,iphalamende,1
izakhiwo zibona iholidi elinye,izakhiwo,zibona,iholidi,1
izakhiwo zibona indaba enye,izakhiwo,zibona,indaba,1
izakhiwo zibona ufishi onye,izakhiwo,zibona,ufishi,1
izakhiwo zibona ithoyizi elinye,izakhiwo,zibona,ithoyizi,1
izakhiwo zibona umfula onye,izakhiwo,zibona,umfula,1
izakhiwo zibona ukhilimu oyiqhwa onye,izakhiwo,zibona,ukhilimu oyiqhwa,1
izakhiwo zibona ibhokisi elinye,izakhiwo,zibona,ibhokisi,1
izakhiwo zibona isitambu esinye,izakhiwo,zibona,isitambu,1
izakhiwo zibona umsebenzi onye,izakhiwo,zibona,umsebenzi,1
izakhiwo zibona umgodi onye,izakhiwo,zibona,umgodi,1
izakhiwo zibona ihlo elinye,izakhiwo,zibona,ihlo,1
izakhiwo zibona insimu enye,izakhiwo,zibona,insimu,1
izakhiwo zibona isifunda esinye,izakhiwo,zibona,isifunda,1
izakhiwo zibona udonga onye,izakhiwo,zibona,udonga,1
izakhiwo zibona itiye elinye,izakhiwo,zibona,itiye,1
izakhiwo zibona ibhodlela elinye,izakhiwo,zibona,ibhodlela,1
izakhiwo zibona ukhiye onye,izakhiwo,zibona,ukhiye,1
izakhiwo zibona inkantini enye,izakhiwo,zibona,inkantini,1
izakhiwo zibona isisu esinye,izakhiwo,zibona,isisu,1
izakhiwo zibona uphaya onye,izakhiwo,zibona,uphaya,1
izakhiwo zibona intaba enye,izakhiwo,zibona,intaba,1
izakhiwo zibona umengammeli onye,izakhiwo,zibona,umengammeli,1
izakhiwo zibona umhlaba onye,izakhiwo,zibona,umhlaba,1
izakhiwo zibona ibhanoyi elinye,izakhiwo,zibona,ibhanoyi,1
izakhiwo zibona incwadi enye,izakhiwo,zibona,incwadi,1
izakhiwo zibona isitshalo esinye,izakhiwo,zibona,isitshalo,1
izakhiwo zibona unesi onye,izakhiwo,zibona,unesi,1
izakhiwo zibona isithwebuli esinye,izakhiwo,zibona,isithwebuli,1
izakhiwo zibona isilwane esifuyiweyo esinye,izakhiwo,zibona,isilwane esifuyiweyo,1
izakhiwo zibona igumbi elinye,izakhiwo,zibona,igumbi,1
izakhiwo zibona iwindi elinye,izakhiwo,zibona,iwindi,1
izakhiwo zibona ulwandle olunye,izakhiwo,zibona,ulwandle,1
izakhiwo zibona ummeli onye,izakhiwo,zibona,ummeli,1
izakhiwo zibona umphakathi onye,izakhiwo,zibona,umphakathi,1
izakhiwo zibona ikomidi elinye,izakhiwo,zibona,ikomidi,1
izakhiwo zibona indlwana enye,izakhiwo,zibona,indlwana,1
izakhiwo zibona iphilisi elinye,izakhiwo,zibona,iphilisi,1
izakhiwo zibona uhlaza olunye,izakhiwo,zibona,uhlaza,1
izakhiwo zibona imoto enye,izakhiwo,zibona,imoto,1
izindawo zokubhukuda zibona imali enye,izindawo zokubhukuda,zibona,imali,1
izindawo zokubhukuda zibona ijikijolo elinye,izindawo zokubhukuda,zibona,ijikijolo,1
izindawo zokubhukuda zibona inyoni enye,izindawo zokubhukuda,zibona,inyoni,1
izindawo zokubhukuda zibona ibhishi elinye,izindawo zokubhukuda,zibona,ibhishi,1
izindawo zokubhukuda zibona izwe elinye,izindawo zokubhukuda,zibona,izwe,1
izindawo zokubhukuda zibona isakhiwo esinye,izindawo zokubhukuda,zibona,isakhiwo,1
izindawo zokubhukuda zibona umnini onye,izindawo zokubhukuda,zibona,umnini,1
izindawo zokubhukuda zibona unyawo olunye,izindawo zokubhukuda,zibona,unyawo,1
izindawo zokubhukuda zibona izambane elinye,izindawo zokubhukuda,zibona,izambane,1
izindawo zokubhukuda zibona iNkosi enye,izindawo zokubhukuda,zibona,iNkosi,1
izindawo zokubhukuda zibona ibhola elinye,izindawo zokubhukuda,zibona,ibhola,1
izindawo zokubhukuda zibona umzila onye,izindawo zokubhukuda,zibona,umzila,1
izindawo zokubhukuda zibona isicathulo esinye,izindawo zokubhukuda,zibona,isicathulo,1
izindawo zokubhukuda zibona ihholitshi elinye,izindawo zokubhukuda,zibona,ihholitshi,1
izindawo zokubhukuda zibona isihlahla esinye,izindawo zokubhukuda,zibona,isihlahla,1
izindawo zokubhukuda zibona ihhotela elinye,izindawo zokubhukuda,zibona,ihhotela,1
izindawo zokubhukuda zibona ihebhivo elinye,izindawo zokubhukuda,zibona,ihebhivo,1
izindawo zokubhukuda zibona umuthi onye,izindawo zokubhukuda,zibona,umuthi,1
izindawo zokubhukuda zibona igilebhisi elinye,izindawo zokubhukuda,zibona,igilebhisi,1
izindawo zokubhukuda zibona isikukhukhula esinye,izindawo zokubhukuda,zibona,isikukhukhula,1
izindawo zokubhukuda zibona inyuvesi enye,izindawo zokubhukuda,zibona,inyuvesi,1
izindawo zokubhukuda zibona inja enye,izindawo zokubhukuda,zibona,inja,1
izindawo zokubhukuda zibona iphoyisa elinye,izindawo zokubhukuda,zibona,iphoyisa,1
izindawo zokubhukuda zibona umkhandlu onye,izindawo zokubhukuda,zibona,umkhandlu,1
izindawo zokubhukuda zibona iwayini elinye,izindawo zokubhukuda,zibona,iwayini,1
izindawo zokubhukuda zibona uphawu olunye,izindawo zokubhukuda,zibona,uphawu,1
izindawo zokubhukuda zibona indawo yokubhukuda enye,izindawo zokubhukuda,zibona,indawo yokubhukuda,1
izindawo zokubhukuda zibona ikhompyutha elinye,izindawo zokubhukuda,zibona,ikhompyutha,1
izindawo zokubhukuda zibona isikhulumi esinye,izindawo zokubhukuda,zibona,isikhulumi,1
izindawo zokubhukuda zibona inyama enye,izindawo zokubhukuda,zibona,inyama,1
izindawo zokubhukuda zibona udokotela onye,izindawo zokubhukuda,zibona,udokotela,1
izindawo zokubhukuda zibona indlovu enye,izindawo zokubhukuda,zibona,indlovu,1
izindawo zokubhukuda zibona inkampani enye,izindawo zokubhukuda,zibona,inkampani,1
izindawo zokubhukuda zibona inkukhu enye,izindawo zokubhukuda,zibona,inkukhu,1
izindawo zokubhukuda zibona umlamuleli onye,izindawo zokubhukuda,zibona,umlamuleli,1
izindawo zokubhukuda zibona isidlo esinye,izindawo zokubhukuda,zibona,isidlo,1
izindawo zokubhukuda zibona umfundi we-undergraduate onye,izindawo zokubhukuda,zibona,umfundi we-undergraduate,1
izindawo zokubhukuda zibona ipayipi elinye,izindawo zokubhukuda,zibona,ipayipi,1
izindawo zokubhukuda zibona umfundisi onye,izindawo zokubhukuda,zibona,umfundisi,1
izindawo zokubhukuda zibona ibhodwe elinye,izindawo zokubhukuda,zibona,ibhodwe,1
izindawo zokubhukuda zibona iphalamende elinye,izindawo zokubhukuda,zibona,iphalamende,1
izindawo zokubhukuda zibona iholidi elinye,izindawo zokubhukuda,zibona,iholidi,1
izindawo zokubhukuda zibona indaba enye,izindawo zokubhukuda,zibona,indaba,1
izindawo zokubhukuda zibona ufishi onye,izindawo zokubhukuda,zibona,ufishi,1
izindawo zokubhukuda zibona ithoyizi elinye,izindawo zokubhukuda,zibona,ithoyizi,1
izindawo zokubhukuda zibona umfula onye,izindawo zokubhukuda,zibona,umfula,1
izindawo zokubhukuda zibona ukhilimu oyiqhwa onye,izindawo zokubhukuda,zibona,ukhilimu oyiqhwa,1
izindawo zokubhukuda zibona ibhokisi elinye,izindawo zokubhukuda,zibona,ibhokisi,1
izindawo zokubhukuda zibona isitambu esinye,izindawo zokubhukuda,zibona,isitambu,1
izindawo zokubhukuda zibona umsebenzi onye,izindawo zokubhukuda,zibona,umsebenzi,1
izindawo zokubhukuda zibona umgodi onye,izindawo zokubhukuda,zibona,umgodi,1
izindawo zokubhukuda zibona ihlo elinye,izindawo zokubhukuda,zibona,ihlo,1
izindawo zokubhukuda zibona insimu enye,izindawo zokubhukuda,zibona,insimu,1
izindawo zokubhukuda zibona isifunda esinye,izindawo zokubhukuda,zibona,isifunda,1
izindawo zokubhukuda zibona udonga onye,izindawo zokubhukuda,zibona,udonga,1
izindawo zokubhukuda zibona itiye elinye,izindawo zokubhukuda,zibona,itiye,1
izindawo zokubhukuda zibona ibhodlela elinye,izindawo zokubhukuda,zibona,ibhodlela,1
izindawo zokubhukuda zibona ukhiye onye,izindawo zokubhukuda,zibona,ukhiye,1
izindawo zokubhukuda zibona inkantini enye,izindawo zokubhukuda,zibona,inkantini,1
izindawo zokubhukuda zibona isisu esinye,izindawo zokubhukuda,zibona,isisu,1
izindawo zokubhukuda zibona uphaya onye,izindawo zokubhukuda,zibona,uphaya,1
izindawo zokubhukuda zibona intaba enye,izindawo zokubhukuda,zibona,intaba,1
izindawo zokubhukuda zibona umengammeli onye,izindawo zokubhukuda,zibona,umengammeli,1
izindawo zokubhukuda zibona umhlaba onye,izindawo zokubhukuda,zibona,umhlaba,1
izindawo zokubhukuda zibona ibhanoyi elinye,izindawo zokubhukuda,zibona,ibhanoyi,1
izindawo zokubhukuda zibona incwadi enye,izindawo zokubhukuda,zibona,incwadi,1
izindawo zokubhukuda zibona isitshalo esinye,izindawo zokubhukuda,zibona,isitshalo,1
izindawo zokubhukuda zibona unesi onye,izindawo zokubhukuda,zibona,unesi,1
izindawo zokubhukuda zibona isithwebuli esinye,izindawo zokubhukuda,zibona,isithwebuli,1
izindawo zokubhukuda zibona isilwane esifuyiweyo esinye,izindawo zokubhukuda,zibona,isilwane esifuyiweyo,1
izindawo zokubhukuda zibona igumbi elinye,izindawo zokubhukuda,zibona,igumbi,1
izindawo zokubhukuda zibona iwindi elinye,izindawo zokubhukuda,zibona,iwindi,1
izindawo zokubhukuda zibona ulwandle olunye,izindawo zokubhukuda,zibona,ulwandle,1
izindawo zokubhukuda zibona ummeli onye,izindawo zokubhukuda,zibona,ummeli,1
izindawo zokubhukuda zibona umphakathi onye,izindawo zokubhukuda,zibona,umphakathi,1
izindawo zokubhukuda zibona ikomidi elinye,izindawo zokubhukuda,zibona,ikomidi,1
izindawo zokubhukuda zibona indlwana enye,izindawo zokubhukuda,zibona,indlwana,1
izindawo zokubhukuda zibona iphilisi elinye,izindawo zokubhukuda,zibona,iphilisi,1
izindawo zokubhukuda zibona uhlaza olunye,izindawo zokubhukuda,zibona,uhlaza,1
izindawo zokubhukuda zibona imoto enye,izindawo zokubhukuda,zibona,imoto,1
imiphakathi ibona imali enye,imiphakathi,ibona,imali,1
imiphakathi ibona ijikijolo elinye,imiphakathi,ibona,ijikijolo,1
imiphakathi ibona inyoni enye,imiphakathi,ibona,inyoni,1
imiphakathi ibona ibhishi elinye,imiphakathi,ibona,ibhishi,1
imiphakathi ibona izwe elinye,imiphakathi,ibona,izwe,1
imiphakathi ibona isakhiwo esinye,imiphakathi,ibona,isakhiwo,1
imiphakathi ibona umnini onye,imiphakathi,ibona,umnini,1
imiphakathi ibona unyawo olunye,imiphakathi,ibona,unyawo,1
imiphakathi ibona izambane elinye,imiphakathi,ibona,izambane,1
imiphakathi ibona iNkosi enye,imiphakathi,ibona,iNkosi,1
imiphakathi ibona ibhola elinye,imiphakathi,ibona,ibhola,1
imiphakathi ibona umzila onye,imiphakathi,ibona,umzila,1
imiphakathi ibona isicathulo esinye,imiphakathi,ibona,isicathulo,1
imiphakathi ibona ihholitshi elinye,imiphakathi,ibona,ihholitshi,1
imiphakathi ibona isihlahla esinye,imiphakathi,ibona,isihlahla,1
imiphakathi ibona ihhotela elinye,imiphakathi,ibona,ihhotela,1
imiphakathi ibona ihebhivo elinye,imiphakathi,ibona,ihebhivo,1
imiphakathi ibona umuthi onye,imiphakathi,ibona,umuthi,1
imiphakathi ibona igilebhisi elinye,imiphakathi,ibona,igilebhisi,1
imiphakathi ibona isikukhukhula esinye,imiphakathi,ibona,isikukhukhula,1
imiphakathi ibona inyuvesi enye,imiphakathi,ibona,inyuvesi,1
imiphakathi ibona inja enye,imiphakathi,ibona,inja,1
imiphakathi ibona iphoyisa elinye,imiphakathi,ibona,iphoyisa,1
imiphakathi ibona umkhandlu onye,imiphakathi,ibona,umkhandlu,1
imiphakathi ibona iwayini elinye,imiphakathi,ibona,iwayini,1
imiphakathi ibona uphawu olunye,imiphakathi,ibona,uphawu,1
imiphakathi ibona indawo yokubhukuda enye,imiphakathi,ibona,indawo yokubhukuda,1
imiphakathi ibona ikhompyutha elinye,imiphakathi,ibona,ikhompyutha,1
imiphakathi ibona isikhulumi esinye,imiphakathi,ibona,isikhulumi,1
imiphakathi ibona inyama enye,imiphakathi,ibona,inyama,1
imiphakathi ibona udokotela onye,imiphakathi,ibona,udokotela,1
imiphakathi ibona indlovu enye,imiphakathi,ibona,indlovu,1
imiphakathi ibona inkampani enye,imiphakathi,ibona,inkampani,1
imiphakathi ibona inkukhu enye,imiphakathi,ibona,inkukhu,1
imiphakathi ibona umlamuleli onye,imiphakathi,ibona,umlamuleli,1
imiphakathi ibona isidlo esinye,imiphakathi,ibona,isidlo,1
imiphakathi ibona umfundi we-undergraduate onye,imiphakathi,ibona,umfundi we-undergraduate,1
imiphakathi ibona ipayipi elinye,imiphakathi,ibona,ipayipi,1
imiphakathi ibona umfundisi onye,imiphakathi,ibona,umfundisi,1
imiphakathi ibona ibhodwe elinye,imiphakathi,ibona,ibhodwe,1
imiphakathi ibona iphalamende elinye,imiphakathi,ibona,iphalamende,1
imiphakathi ibona iholidi elinye,imiphakathi,ibona,iholidi,1
imiphakathi ibona indaba enye,imiphakathi,ibona,indaba,1
imiphakathi ibona ufishi onye,imiphakathi,ibona,ufishi,1
imiphakathi ibona ithoyizi elinye,imiphakathi,ibona,ithoyizi,1
imiphakathi ibona umfula onye,imiphakathi,ibona,umfula,1
imiphakathi ibona ukhilimu oyiqhwa onye,imiphakathi,ibona,ukhilimu oyiqhwa,1
imiphakathi ibona ibhokisi elinye,imiphakathi,ibona,ibhokisi,1
imiphakathi ibona isitambu esinye,imiphakathi,ibona,isitambu,1
imiphakathi ibona umsebenzi onye,imiphakathi,ibona,umsebenzi,1
imiphakathi ibona umgodi onye,imiphakathi,ibona,umgodi,1
imiphakathi ibona ihlo elinye,imiphakathi,ibona,ihlo,1
imiphakathi ibona insimu enye,imiphakathi,ibona,insimu,1
imiphakathi ibona isifunda esinye,imiphakathi,ibona,isifunda,1
imiphakathi ibona udonga onye,imiphakathi,ibona,udonga,1
imiphakathi ibona itiye elinye,imiphakathi,ibona,itiye,1
imiphakathi ibona ibhodlela elinye,imiphakathi,ibona,ibhodlela,1
imiphakathi ibona ukhiye onye,imiphakathi,ibona,ukhiye,1
imiphakathi ibona inkantini enye,imiphakathi,ibona,inkantini,1
imiphakathi ibona isisu esinye,imiphakathi,ibona,isisu,1
imiphakathi ibona uphaya onye,imiphakathi,ibona,uphaya,1
imiphakathi ibona intaba enye,imiphakathi,ibona,intaba,1
imiphakathi ibona umengammeli onye,imiphakathi,ibona,umengammeli,1
imiphakathi ibona umhlaba onye,imiphakathi,ibona,umhlaba,1
imiphakathi ibona ibhanoyi elinye,imiphakathi,ibona,ibhanoyi,1
imiphakathi ibona incwadi enye,imiphakathi,ibona,incwadi,1
imiphakathi ibona isitshalo esinye,imiphakathi,ibona,isitshalo,1
imiphakathi ibona unesi onye,imiphakathi,ibona,unesi,1
imiphakathi ibona isithwebuli esinye,imiphakathi,ibona,isithwebuli,1
imiphakathi ibona isilwane esifuyiweyo esinye,imiphakathi,ibona,isilwane esifuyiweyo,1
imiphakathi ibona igumbi elinye,imiphakathi,ibona,igumbi,1
imiphakathi ibona iwindi elinye,imiphakathi,ibona,iwindi,1
imiphakathi ibona ulwandle olunye,imiphakathi,ibona,ulwandle,1
imiphakathi ibona ummeli onye,imiphakathi,ibona,ummeli,1
imiphakathi ibona umphakathi onye,imiphakathi,ibona,umphakathi,1
imiphakathi ibona ikomidi elinye,imiphakathi,ibona,ikomidi,1
imiphakathi ibona indlwana enye,imiphakathi,ibona,indlwana,1
imiphakathi ibona iphilisi elinye,imiphakathi,ibona,iphilisi,1
imiphakathi ibona uhlaza olunye,imiphakathi,ibona,uhlaza,1
imiphakathi ibona imoto enye,imiphakathi,ibona,imoto,1
izilwane ezifuyiweyo zibona imali enye,izilwane ezifuyiweyo,zibona,imali,1
izilwane ezifuyiweyo zibona ijikijolo elinye,izilwane ezifuyiweyo,zibona,ijikijolo,1
izilwane ezifuyiweyo zibona inyoni enye,izilwane ezifuyiweyo,zibona,inyoni,1
izilwane ezifuyiweyo zibona ibhishi elinye,izilwane ezifuyiweyo,zibona,ibhishi,1
izilwane ezifuyiweyo zibona izwe elinye,izilwane ezifuyiweyo,zibona,izwe,1
izilwane ezifuyiweyo zibona isakhiwo esinye,izilwane ezifuyiweyo,zibona,isakhiwo,1
izilwane ezifuyiweyo zibona umnini onye,izilwane ezifuyiweyo,zibona,umnini,1
izilwane ezifuyiweyo zibona unyawo olunye,izilwane ezifuyiweyo,zibona,unyawo,1
izilwane ezifuyiweyo zibona izambane elinye,izilwane ezifuyiweyo,zibona,izambane,1
izilwane ezifuyiweyo zibona iNkosi enye,izilwane ezifuyiweyo,zibona,iNkosi,1
izilwane ezifuyiweyo zibona ibhola elinye,izilwane ezifuyiweyo,zibona,ibhola,1
izilwane ezifuyiweyo zibona umzila onye,izilwane ezifuyiweyo,zibona,umzila,1
izilwane ezifuyiweyo zibona isicathulo esinye,izilwane ezifuyiweyo,zibona,isicathulo,1
izilwane ezifuyiweyo zibona ihholitshi elinye,izilwane ezifuyiweyo,zibona,ihholitshi,1
izilwane ezifuyiweyo zibona isihlahla esinye,izilwane ezifuyiweyo,zibona,isihlahla,1
izilwane ezifuyiweyo zibona ihhotela elinye,izilwane ezifuyiweyo,zibona,ihhotela,1
izilwane ezifuyiweyo zibona ihebhivo elinye,izilwane ezifuyiweyo,zibona,ihebhivo,1
izilwane ezifuyiweyo zibona umuthi onye,izilwane ezifuyiweyo,zibona,umuthi,1
izilwane ezifuyiweyo zibona igilebhisi elinye,izilwane ezifuyiweyo,zibona,igilebhisi,1
izilwane ezifuyiweyo zibona isikukhukhula esinye,izilwane ezifuyiweyo,zibona,isikukhukhula,1
izilwane ezifuyiweyo zibona inyuvesi enye,izilwane ezifuyiweyo,zibona,inyuvesi,1
izilwane ezifuyiweyo zibona inja enye,izilwane ezifuyiweyo,zibona,inja,1
izilwane ezifuyiweyo zibona iphoyisa elinye,izilwane ezifuyiweyo,zibona,iphoyisa,1
izilwane ezifuyiweyo zibona umkhandlu onye,izilwane ezifuyiweyo,zibona,umkhandlu,1
izilwane ezifuyiweyo zibona iwayini elinye,izilwane ezifuyiweyo,zibona,iwayini,1
izilwane ezifuyiweyo zibona uphawu olunye,izilwane ezifuyiweyo,zibona,uphawu,1
izilwane ezifuyiweyo zibona indawo yokubhukuda enye,izilwane ezifuyiweyo,zibona,indawo yokubhukuda,1
izilwane ezifuyiweyo zibona ikhompyutha elinye,izilwane ezifuyiweyo,zibona,ikhompyutha,1
izilwane ezifuyiweyo zibona isikhulumi esinye,izilwane ezifuyiweyo,zibona,isikhulumi,1
izilwane ezifuyiweyo zibona inyama enye,izilwane ezifuyiweyo,zibona,inyama,1
izilwane ezifuyiweyo zibona udokotela onye,izilwane ezifuyiweyo,zibona,udokotela,1
izilwane ezifuyiweyo zibona indlovu enye,izilwane ezifuyiweyo,zibona,indlovu,1
izilwane ezifuyiweyo zibona inkampani enye,izilwane ezifuyiweyo,zibona,inkampani,1
izilwane ezifuyiweyo zibona inkukhu enye,izilwane ezifuyiweyo,zibona,inkukhu,1
izilwane ezifuyiweyo zibona umlamuleli onye,izilwane ezifuyiweyo,zibona,umlamuleli,1
izilwane ezifuyiweyo zibona isidlo esinye,izilwane ezifuyiweyo,zibona,isidlo,1
izilwane ezifuyiweyo zibona umfundi we-undergraduate onye,izilwane ezifuyiweyo,zibona,umfundi we-undergraduate,1
izilwane ezifuyiweyo zibona ipayipi elinye,izilwane ezifuyiweyo,zibona,ipayipi,1
izilwane ezifuyiweyo zibona umfundisi onye,izilwane ezifuyiweyo,zibona,umfundisi,1
izilwane ezifuyiweyo zibona ibhodwe elinye,izilwane ezifuyiweyo,zibona,ibhodwe,1
izilwane ezifuyiweyo zibona iphalamende elinye,izilwane ezifuyiweyo,zibona,iphalamende,1
izilwane ezifuyiweyo zibona iholidi elinye,izilwane ezifuyiweyo,zibona,iholidi,1
izilwane ezifuyiweyo zibona indaba enye,izilwane ezifuyiweyo,zibona,indaba,1
izilwane ezifuyiweyo zibona ufishi onye,izilwane ezifuyiweyo,zibona,ufishi,1
izilwane ezifuyiweyo zibona ithoyizi elinye,izilwane ezifuyiweyo,zibona,ithoyizi,1
izilwane ezifuyiweyo zibona umfula onye,izilwane ezifuyiweyo,zibona,umfula,1
izilwane ezifuyiweyo zibona ukhilimu oyiqhwa onye,izilwane ezifuyiweyo,zibona,ukhilimu oyiqhwa,1
izilwane ezifuyiweyo zibona ibhokisi elinye,izilwane ezifuyiweyo,zibona,ibhokisi,1
izilwane ezifuyiweyo zibona isitambu esinye,izilwane ezifuyiweyo,zibona,isitambu,1
izilwane ezifuyiweyo zibona umsebenzi onye,izilwane ezifuyiweyo,zibona,umsebenzi,1
izilwane ezifuyiweyo zibona umgodi onye,izilwane ezifuyiweyo,zibona,umgodi,1
izilwane ezifuyiweyo zibona ihlo elinye,izilwane ezifuyiweyo,zibona,ihlo,1
izilwane ezifuyiweyo zibona insimu enye,izilwane ezifuyiweyo,zibona,insimu,1
izilwane ezifuyiweyo zibona isifunda esinye,izilwane ezifuyiweyo,zibona,isifunda,1
izilwane ezifuyiweyo zibona udonga onye,izilwane ezifuyiweyo,zibona,udonga,1
izilwane ezifuyiweyo zibona itiye elinye,izilwane ezifuyiweyo,zibona,itiye,1
izilwane ezifuyiweyo zibona ibhodlela elinye,izilwane ezifuyiweyo,zibona,ibhodlela,1
izilwane ezifuyiweyo zibona ukhiye onye,izilwane ezifuyiweyo,zibona,ukhiye,1
izilwane ezifuyiweyo zibona inkantini enye,izilwane ezifuyiweyo,zibona,inkantini,1
izilwane ezifuyiweyo zibona isisu esinye,izilwane ezifuyiweyo,zibona,isisu,1
izilwane ezifuyiweyo zibona uphaya onye,izilwane ezifuyiweyo,zibona,uphaya,1
izilwane ezifuyiweyo zibona intaba enye,izilwane ezifuyiweyo,zibona,intaba,1
izilwane ezifuyiweyo zibona umengammeli onye,izilwane ezifuyiweyo,zibona,umengammeli,1
izilwane ezifuyiweyo zibona umhlaba onye,izilwane ezifuyiweyo,zibona,umhlaba,1
izilwane ezifuyiweyo zibona ibhanoyi elinye,izilwane ezifuyiweyo,zibona,ibhanoyi,1
izilwane ezifuyiweyo zibona incwadi enye,izilwane ezifuyiweyo,zibona,incwadi,1
izilwane ezifuyiweyo zibona isitshalo esinye,izilwane ezifuyiweyo,zibona,isitshalo,1
izilwane ezifuyiweyo zibona unesi onye,izilwane ezifuyiweyo,zibona,unesi,1
izilwane ezifuyiweyo zibona isithwebuli esinye,izilwane ezifuyiweyo,zibona,isithwebuli,1
izilwane ezifuyiweyo zibona isilwane esifuyiweyo esinye,izilwane ezifuyiweyo,zibona,isilwane esifuyiweyo,1
izilwane ezifuyiweyo zibona igumbi elinye,izilwane ezifuyiweyo,zibona,igumbi,1
izilwane ezifuyiweyo zibona iwindi elinye,izilwane ezifuyiweyo,zibona,iwindi,1
izilwane ezifuyiweyo zibona ulwandle olunye,izilwane ezifuyiweyo,zibona,ulwandle,1
izilwane ezifuyiweyo zibona ummeli onye,izilwane ezifuyiweyo,zibona,ummeli,1
izilwane ezifuyiweyo zibona umphakathi onye,izilwane ezifuyiweyo,zibona,umphakathi,1
izilwane ezifuyiweyo zibona ikomidi elinye,izilwane ezifuyiweyo,zibona,ikomidi,1
izilwane ezifuyiweyo zibona indlwana enye,izilwane ezifuyiweyo,zibona,indlwana,1
izilwane ezifuyiweyo zibona iphilisi elinye,izilwane ezifuyiweyo,zibona,iphilisi,1
izilwane ezifuyiweyo zibona uhlaza olunye,izilwane ezifuyiweyo,zibona,uhlaza,1
izilwane ezifuyiweyo zibona imoto enye,izilwane ezifuyiweyo,zibona,imoto,1
imikhandlu ibona imali enye,imikhandlu,ibona,imali,1
imikhandlu ibona ijikijolo elinye,imikhandlu,ibona,ijikijolo,1
imikhandlu ibona inyoni enye,imikhandlu,ibona,inyoni,1
imikhandlu ibona ibhishi elinye,imikhandlu,ibona,ibhishi,1
imikhandlu ibona izwe elinye,imikhandlu,ibona,izwe,1
imikhandlu ibona isakhiwo esinye,imikhandlu,ibona,isakhiwo,1
imikhandlu ibona umnini onye,imikhandlu,ibona,umnini,1
imikhandlu ibona unyawo olunye,imikhandlu,ibona,unyawo,1
imikhandlu ibona izambane elinye,imikhandlu,ibona,izambane,1
imikhandlu ibona iNkosi enye,imikhandlu,ibona,iNkosi,1
imikhandlu ibona ibhola elinye,imikhandlu,ibona,ibhola,1
imikhandlu ibona umzila onye,imikhandlu,ibona,umzila,1
